pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
657,1528088530,e,1,tcp,1,192.168.100.148,52064,192.168.100.7,80,8,2234,RST,1,1528088552,665,22.54232,1.989164,1.989046,3.978329,0.000118,3.978211,5,3,904,1330,0.310527,0.177444,0.107735,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354888,0.39933,711,711,1,DoS,HTTP
658,1528088530,e,1,tcp,1,192.168.100.148,52066,192.168.100.7,80,8,2157,RST,1,1528088552,666,22.541925,1.989969,1.989856,3.979939,0.000113,3.979826,5,3,827,1330,0.310532,0.177447,0.107746,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354894,0.39933,711,711,1,DoS,HTTP
659,1528088530,e,1,tcp,1,192.168.100.148,52068,192.168.100.7,80,8,2230,RST,1,1528088552,667,22.541496,1.989031,1.988912,3.978063,0.000119,3.977944,5,3,900,1330,0.310538,0.177451,0.107738,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354901,0.39933,711,711,1,DoS,HTTP
660,1528088530,e,1,tcp,1,192.168.100.148,52070,192.168.100.7,80,8,2032,RST,1,1528088552,668,22.541241,1.989547,1.98943,3.979093,0.000116,3.978977,5,3,702,1330,0.310542,0.177453,0.107745,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354905,0.39933,711,711,1,DoS,HTTP
661,1528088530,e,1,tcp,1,192.168.100.148,52072,192.168.100.7,80,8,2057,RST,1,1528088552,669,22.540928,1.989355,1.989231,3.978711,0.000124,3.978587,5,3,727,1330,0.310546,0.177455,0.107745,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.35491,0.39933,711,711,1,DoS,HTTP
662,1528088530,e,1,tcp,1,192.168.100.148,52074,192.168.100.7,80,8,2183,RST,1,1528088552,670,22.540586,1.989955,1.989825,3.979911,0.000131,3.97978,5,3,853,1330,0.310551,0.177458,0.107754,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354915,0.39933,711,711,1,DoS,HTTP
663,1528088530,e,1,tcp,1,192.168.100.148,52076,192.168.100.7,80,8,2378,RST,1,1528088552,671,22.540033,1.990072,1.989958,3.980144,0.000114,3.98003,5,3,1048,1330,0.310559,0.177462,0.107759,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354924,0.39933,711,711,1,DoS,HTTP
664,1528088530,e,1,tcp,1,192.168.100.148,52078,192.168.100.7,80,8,1971,RST,1,1528088552,672,22.53981,1.988556,1.988432,3.977112,0.000124,3.976988,5,3,641,1330,0.310562,0.177464,0.107742,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354928,0.39933,711,711,1,DoS,HTTP
665,1528088530,e,1,tcp,1,192.168.100.148,52080,192.168.100.7,80,8,1991,RST,1,1528088552,673,22.539579,1.990212,1.990102,3.980424,0.00011,3.980314,5,3,661,1330,0.310565,0.177466,0.107763,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354931,0.39933,711,711,1,DoS,HTTP
666,1528088530,e,1,tcp,1,192.168.100.148,52082,192.168.100.7,80,8,2076,RST,1,1528088552,674,22.539276,1.989326,1.989212,3.978651,0.000114,3.978537,5,3,746,1330,0.310569,0.177468,0.107754,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354936,0.39933,711,711,1,DoS,HTTP
667,1528088530,e,1,tcp,1,192.168.100.148,52084,192.168.100.7,80,8,2094,RST,1,1528088552,675,22.538904,1.988979,1.988865,3.977958,0.000114,3.977844,5,3,764,1330,0.310574,0.177471,0.107752,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354942,0.39933,711,711,1,DoS,HTTP
668,1528088530,e,1,tcp,1,192.168.100.148,52086,192.168.100.7,80,8,2176,RST,1,1528088552,676,22.538536,1.990185,1.990067,3.980369,0.000117,3.980252,5,3,846,1330,0.310579,0.177474,0.107769,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354948,0.39933,711,711,1,DoS,HTTP
669,1528088530,e,1,tcp,1,192.168.100.148,52088,192.168.100.7,80,8,2040,RST,1,1528088552,677,22.538246,1.990391,1.990272,3.980783,0.00012,3.980663,5,3,710,1330,0.310583,0.177476,0.107773,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354952,0.39933,711,711,1,DoS,HTTP
670,1528088530,e,1,tcp,1,192.168.100.148,52090,192.168.100.7,80,8,2256,RST,1,1528088552,678,22.537846,1.98983,1.989712,3.979659,0.000118,3.979541,5,3,926,1330,0.310589,0.177479,0.107768,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354959,0.39933,711,711,1,DoS,HTTP
671,1528088530,e,1,tcp,1,192.168.100.148,52092,192.168.100.7,80,8,2147,RST,1,1528088552,679,22.537521,1.991893,1.991777,3.983786,0.000116,3.98367,5,3,817,1330,0.310593,0.177482,0.107794,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354964,0.39933,711,711,1,DoS,HTTP
672,1528088530,e,1,tcp,1,192.168.100.148,52094,192.168.100.7,80,8,2136,RST,1,1528088552,680,22.537233,1.990987,1.99087,3.981974,0.000117,3.981857,5,3,806,1330,0.310597,0.177484,0.107785,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354968,0.39933,711,711,1,DoS,HTTP
673,1528088530,e,1,tcp,1,192.168.100.148,52096,192.168.100.7,80,8,2034,RST,1,1528088552,681,22.5369,1.991711,1.991572,3.983423,0.00014,3.983283,5,3,704,1330,0.310602,0.177487,0.107796,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354973,0.39933,711,711,1,DoS,HTTP
674,1528088530,e,1,tcp,1,192.168.100.148,52098,192.168.100.7,80,8,2062,RST,1,1528088552,682,22.536621,1.992028,1.991847,3.984057,0.000182,3.983875,5,3,732,1330,0.310606,0.177489,0.107801,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354978,0.39933,711,711,1,DoS,HTTP
675,1528088530,e,1,tcp,1,192.168.100.148,52100,192.168.100.7,80,8,2027,RST,1,1528088552,683,22.53632,1.992885,1.992776,3.985771,0.00011,3.985661,5,3,697,1330,0.31061,0.177491,0.107813,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354983,0.39933,711,711,1,DoS,HTTP
676,1528088530,e,1,tcp,1,192.168.100.148,52102,192.168.100.7,80,8,2154,RST,1,1528088552,684,22.535973,1.991324,1.991193,3.982648,0.000131,3.982517,5,3,824,1330,0.310614,0.177494,0.107797,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354988,0.39933,711,711,1,DoS,HTTP
677,1528088530,e,1,tcp,1,192.168.100.148,52104,192.168.100.7,80,8,2217,RST,1,1528088552,685,22.53548,1.99139,1.991266,3.98278,0.000124,3.982656,5,3,887,1330,0.310621,0.177498,0.1078,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.354996,0.39933,711,711,1,DoS,HTTP
678,1528088530,e,1,tcp,1,192.168.100.148,52106,192.168.100.7,80,8,2155,RST,1,1528088552,686,22.53512,1.993619,1.993502,3.987238,0.000117,3.987121,5,3,825,1330,0.310626,0.177501,0.107828,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355001,0.39933,711,711,1,DoS,HTTP
679,1528088530,e,1,tcp,1,192.168.100.148,52108,192.168.100.7,80,8,2129,RST,1,1528088552,687,22.534765,1.992231,1.992116,3.984462,0.000115,3.984347,5,3,799,1330,0.310631,0.177504,0.107814,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355007,0.39933,711,711,1,DoS,HTTP
680,1528088530,e,1,tcp,1,192.168.100.148,52110,192.168.100.7,80,8,2299,RST,1,1528088552,688,22.534267,1.991208,1.991071,3.982416,0.000137,3.982279,5,3,969,1330,0.310638,0.177507,0.107805,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355015,0.39933,711,711,1,DoS,HTTP
681,1528088530,e,1,tcp,1,192.168.100.148,52112,192.168.100.7,80,8,2022,RST,1,1528088552,689,22.533957,1.992379,1.99226,3.984759,0.000119,3.98464,5,3,692,1330,0.310642,0.17751,0.107821,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.35502,0.39933,711,711,1,DoS,HTTP
682,1528088530,e,1,tcp,1,192.168.100.148,52114,192.168.100.7,80,8,2066,RST,1,1528088552,690,22.533701,1.991284,1.991169,3.982568,0.000115,3.982453,5,3,736,1330,0.310646,0.177512,0.107809,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355024,0.39933,711,711,1,DoS,HTTP
683,1528088530,e,1,tcp,1,192.168.100.148,52116,192.168.100.7,80,8,2403,RST,1,1528088552,691,22.53318,1.992661,1.992546,3.985322,0.000115,3.985207,5,3,1073,1330,0.310653,0.177516,0.107828,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355032,0.39933,711,711,1,DoS,HTTP
684,1528088530,e,1,tcp,1,192.168.100.148,52118,192.168.100.7,80,8,1995,RST,1,1528088552,692,22.532927,1.991017,1.990899,3.982034,0.000118,3.981916,5,3,665,1330,0.310656,0.177518,0.107811,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355036,0.39933,711,711,1,DoS,HTTP
685,1528088530,e,1,tcp,1,192.168.100.148,52120,192.168.100.7,80,8,2058,RST,1,1528088552,693,22.532597,1.990817,1.990703,3.981635,0.000115,3.98152,5,3,728,1330,0.310661,0.177521,0.10781,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355041,0.39933,711,711,1,DoS,HTTP
686,1528088530,e,1,tcp,1,192.168.100.148,52122,192.168.100.7,80,8,2057,RST,1,1528088552,694,22.532345,1.992631,1.992516,3.985262,0.000115,3.985147,5,3,727,1330,0.310665,0.177523,0.107833,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355045,0.39933,711,711,1,DoS,HTTP
687,1528088530,e,1,tcp,1,192.168.100.148,52124,192.168.100.7,80,8,2026,RST,1,1528088552,695,22.532019,1.991893,1.99176,3.983785,0.000132,3.983653,5,3,696,1330,0.310669,0.177525,0.107826,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.35505,0.39933,711,711,1,DoS,HTTP
688,1528088530,e,1,tcp,1,192.168.100.148,52126,192.168.100.7,80,8,1931,RST,1,1528088552,696,22.531807,1.991566,1.991455,3.983132,0.000111,3.983021,5,3,601,1330,0.310672,0.177527,0.107824,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355054,0.39933,711,711,1,DoS,HTTP
689,1528088530,e,1,tcp,1,192.168.100.148,52128,192.168.100.7,80,8,2014,RST,1,1528088552,697,22.531515,1.992505,1.992401,3.985011,0.000105,3.984906,5,3,684,1330,0.310676,0.177529,0.107836,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355058,0.39933,711,711,1,DoS,HTTP
690,1528088530,e,1,tcp,1,192.168.100.148,52130,192.168.100.7,80,8,1917,RST,1,1528088552,698,22.53134,1.992267,1.99216,3.984534,0.000107,3.984427,5,3,587,1330,0.310678,0.17753,0.107835,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355061,0.39933,711,711,1,DoS,HTTP
691,1528088530,e,1,tcp,1,192.168.100.148,52132,192.168.100.7,80,8,2140,RST,1,1528088552,699,22.531008,1.991655,1.991542,3.983309,0.000112,3.983197,5,3,810,1330,0.310683,0.177533,0.107829,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355066,0.39933,711,711,1,DoS,HTTP
692,1528088530,e,1,tcp,1,192.168.100.148,52134,192.168.100.7,80,8,2181,RST,1,1528088552,700,22.530672,1.992211,1.992101,3.984421,0.00011,3.984311,5,3,851,1330,0.310688,0.177536,0.107838,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355072,0.39933,711,711,1,DoS,HTTP
693,1528088530,e,1,tcp,1,192.168.100.148,52136,192.168.100.7,80,8,2163,RST,1,1528088552,701,22.530275,1.990828,1.990711,3.981656,0.000117,3.981539,5,3,833,1330,0.310693,0.177539,0.107824,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355078,0.39933,711,711,1,DoS,HTTP
694,1528088530,e,1,tcp,1,192.168.100.148,52138,192.168.100.7,80,8,2240,RST,1,1528088552,702,22.529861,1.993123,1.993015,3.986246,0.000108,3.986138,5,3,910,1330,0.310699,0.177542,0.107853,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355084,0.39933,711,711,1,DoS,HTTP
695,1528088530,e,1,tcp,1,192.168.100.148,52140,192.168.100.7,80,8,2009,RST,1,1528088552,703,22.529577,1.990971,1.990848,3.981942,0.000123,3.981819,5,3,679,1330,0.310703,0.177544,0.10783,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355089,0.39933,711,711,1,DoS,HTTP
696,1528088530,e,1,tcp,1,192.168.100.148,52142,192.168.100.7,80,8,2259,RST,1,1528088552,704,22.529131,1.993015,1.992887,3.98603,0.000128,3.985902,5,3,929,1330,0.310709,0.177548,0.107856,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355096,0.39933,711,711,1,DoS,HTTP
697,1528088530,e,1,tcp,1,192.168.100.148,52144,192.168.100.7,80,8,2187,RST,1,1528088552,705,22.528742,1.991831,1.991728,3.983662,0.000103,3.983559,5,3,857,1330,0.310714,0.177551,0.107845,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.355102,0.39933,711,711,1,DoS,HTTP
698,1528088530,e s,2,tcp,1,192.168.100.148,52146,192.168.100.7,80,9,2343,RST,1,1528088552,706,22.528303,2.506639,1.480548,5.013278,1.026091,3.987187,6,3,1013,1330,0.355109,0.221943,0.107868,179220,179220,711,711,878,878,0.380003,0.380003,83,83,0.399497,0.39933,711,711,1,DoS,HTTP
699,1528088530,e,1,tcp,1,192.168.100.150,51804,192.168.100.3,80,8,1594,RST,1,1528088536,707,6.0263,0.003275,0.003176,0.006551,9.90E-05,0.006452,5,3,894,700,1.161575,0.663757,0.331879,3011,27297,16,167,878,878,1.32754,0.509696,17,2,1.32751,0.39933,167,16,1,DoS,HTTP
700,1528088530,e,1,tcp,1,192.168.100.150,51806,192.168.100.3,80,8,1417,RST,1,1528088536,708,6.026028,0.003188,0.003093,0.006377,9.50E-05,0.006282,5,3,717,700,1.161628,0.663787,0.331894,3011,27297,16,167,878,878,1.32754,0.509696,17,2,1.32757,0.39933,167,16,1,DoS,HTTP
701,1528088530,e,1,tcp,1,192.168.100.150,51808,192.168.100.3,80,8,1523,RST,1,1528088536,709,6.025743,0.003138,0.003032,0.006275,0.000105,0.00617,5,3,823,700,1.161682,0.663819,0.331909,7713,122753,40,753,952,952,1.3278,0.523758,76,5,1.32764,0.487296,753,40,1,DoS,HTTP
702,1528088530,e,1,tcp,1,192.168.100.150,51810,192.168.100.3,80,8,1673,RST,1,1528088536,710,6.025223,0.003048,0.002932,0.006095,0.000115,0.00598,5,3,973,700,1.161783,0.663876,0.331938,7713,122753,40,753,952,952,1.3278,0.523758,76,5,1.32775,0.487296,753,40,1,DoS,HTTP
703,1528088530,e,1,tcp,1,192.168.100.150,51812,192.168.100.3,80,8,1459,RST,1,1528088536,711,6.024925,0.002971,0.002836,0.005942,0.000135,0.005807,5,3,759,700,1.16184,0.663909,0.331954,7713,122753,40,753,952,952,1.3278,0.523758,76,5,1.32782,0.487296,753,40,1,DoS,HTTP
704,1528088530,e,1,tcp,1,192.168.100.150,51814,192.168.100.3,80,8,1439,RST,1,1528088536,712,6.024632,0.002262,0.002169,0.004525,9.40E-05,0.004431,5,3,739,700,1.161897,0.663941,0.33197,7713,122753,40,753,952,952,1.3278,0.523758,76,5,1.32788,0.487296,753,40,1,DoS,HTTP
705,1528088530,e,1,tcp,1,192.168.100.150,51816,192.168.100.3,80,8,1619,RST,1,1528088536,713,6.024574,0.002892,0.002799,0.005785,9.40E-05,0.005691,5,3,919,700,1.161908,0.663947,0.331974,7713,122753,40,753,952,952,1.3278,0.523758,76,5,1.32789,0.487296,753,40,1,DoS,HTTP
706,1528088530,e,1,tcp,1,192.168.100.149,52900,192.168.100.3,80,10,1546,RST,1,1528088550,714,20.00771,3.10E-05,5.30E-05,0.000123,0,0.000123,6,4,780,766,0.449827,0.249904,0.272143,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.499807,0.487296,753,713,1,DoS,HTTP
707,1528088530,e,1,tcp,1,192.168.100.149,52902,192.168.100.3,80,10,1572,RST,1,1528088550,715,20.007408,2.80E-05,4.80E-05,0.000111,0,0.000111,6,4,806,766,0.449833,0.249907,0.272151,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.499815,0.487296,753,713,1,DoS,HTTP
708,1528088530,e,1,tcp,1,192.168.100.149,52904,192.168.100.3,80,10,1536,RST,1,1528088550,716,20.007151,2.80E-05,4.80E-05,0.000112,0,0.000112,6,4,770,766,0.449839,0.249911,0.272158,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.499821,0.487296,753,713,1,DoS,HTTP
709,1528088530,e,1,tcp,1,192.168.100.149,52906,192.168.100.3,80,10,1559,RST,1,1528088550,717,20.006926,2.80E-05,4.90E-05,0.000113,0,0.000113,6,4,793,766,0.449844,0.249913,0.271184,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.499827,0.487296,753,713,1,DoS,HTTP
710,1528088530,e,1,tcp,1,192.168.100.149,52908,192.168.100.3,80,10,1607,RST,1,1528088550,718,20.006659,2.70E-05,4.70E-05,0.000109,0,0.000109,6,4,841,766,0.44985,0.249917,0.272171,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.499834,0.487296,753,713,1,DoS,HTTP
711,1528088530,e,1,tcp,1,192.168.100.149,52910,192.168.100.3,80,10,1531,RST,1,1528088550,719,20.006441,3.10E-05,5.30E-05,0.000123,0,0.000123,6,4,765,766,0.449855,0.24992,0.272176,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.499839,0.487296,753,713,1,DoS,HTTP
712,1528088530,e,1,tcp,1,192.168.100.149,52912,192.168.100.3,80,10,1920,RST,1,1528088550,720,20.005926,0.000873,0.001512,0.003492,0,0.003492,6,4,1154,766,0.449867,0.249926,0.272189,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.499852,0.487296,753,713,1,DoS,HTTP
713,1528088530,e,1,tcp,1,192.168.100.149,52914,192.168.100.3,80,10,1651,RST,1,1528088550,721,20.00226,6.30E-05,0.000109,0.000252,0,0.000252,6,4,885,766,0.449949,0.249972,0.272281,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.499943,0.487296,753,713,1,DoS,HTTP
714,1528088530,e,1,tcp,1,192.168.100.149,52916,192.168.100.3,80,10,1619,RST,1,1528088550,722,20.001945,3.30E-05,5.60E-05,0.00013,0,0.00013,6,4,853,766,0.449956,0.249976,0.272289,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.499951,0.487296,753,713,1,DoS,HTTP
715,1528088530,e,1,tcp,1,192.168.100.149,52918,192.168.100.3,80,10,1665,RST,1,1528088550,723,20.001614,9.20E-05,0.00016,0.000369,0,0.000369,6,4,899,766,0.449964,0.24998,0.272298,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.49996,0.487296,753,713,1,DoS,HTTP
716,1528088530,e,1,tcp,1,192.168.100.149,52920,192.168.100.3,80,10,1687,RST,1,1528088550,724,20.001287,0.000293,0.000508,0.001173,0,0.001173,6,4,921,766,0.449971,0.249984,0.272307,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.499968,0.487296,753,713,1,DoS,HTTP
717,1528088530,e,1,tcp,1,192.168.100.149,52922,192.168.100.3,80,10,1672,RST,1,1528088550,725,20.000162,0.000988,0.001712,0.003954,0,0.003954,6,4,906,766,0.449996,0.249998,0.272335,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.499996,0.487296,753,713,1,DoS,HTTP
718,1528088530,e,1,tcp,1,192.168.100.149,52924,192.168.100.3,80,10,1515,RST,1,1528088550,726,19.996273,0.000622,0.001078,0.002489,0,0.002489,6,4,749,766,0.450084,0.250047,0.272432,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500093,0.487296,753,713,1,DoS,HTTP
719,1528088530,e,1,tcp,1,192.168.100.149,52926,192.168.100.3,80,10,1699,RST,1,1528088550,727,19.99358,2.70E-05,4.70E-05,0.000108,0,0.000108,6,4,933,766,0.450144,0.25008,0.272499,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500161,0.487296,753,713,1,DoS,HTTP
720,1528088530,e,1,tcp,1,192.168.100.149,52928,192.168.100.3,80,10,1547,RST,1,1528088550,728,19.993361,2.70E-05,4.60E-05,0.000106,0,0.000106,6,4,781,766,0.450149,0.250083,0.272504,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500166,0.487296,753,713,1,DoS,HTTP
721,1528088530,e,1,tcp,1,192.168.100.149,52930,192.168.100.3,80,10,1741,RST,1,1528088550,729,19.993025,2.30E-05,4.00E-05,9.30E-05,0,9.30E-05,6,4,975,766,0.450157,0.250087,0.272513,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500174,0.487296,753,713,1,DoS,HTTP
722,1528088530,e,1,tcp,1,192.168.100.149,52932,192.168.100.3,80,10,1593,RST,1,1528088550,730,19.992809,7.30E-05,0.000126,0.000291,0,0.000291,6,4,827,766,0.450162,0.25009,0.27242,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.50018,0.487296,753,713,1,DoS,HTTP
723,1528088530,e,1,tcp,1,192.168.100.149,52934,192.168.100.3,80,10,1568,RST,1,1528088550,731,19.992582,0.001036,0.001794,0.004144,0,0.004144,6,4,802,766,0.450167,0.250093,0.272426,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500185,0.487296,753,713,1,DoS,HTTP
724,1528088530,e,1,tcp,1,192.168.100.149,52936,192.168.100.3,80,10,1497,RST,1,1528088550,732,19.988293,2.60E-05,4.40E-05,0.000102,0,0.000102,6,4,731,766,0.450264,0.250146,0.272533,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500293,0.487296,753,713,1,DoS,HTTP
725,1528088530,e,1,tcp,1,192.168.100.149,52938,192.168.100.3,80,10,1606,RST,1,1528088550,733,19.988041,2.20E-05,3.80E-05,8.70E-05,0,8.70E-05,6,4,840,766,0.450269,0.25015,0.272539,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500299,0.487296,753,713,1,DoS,HTTP
726,1528088530,e,1,tcp,1,192.168.100.149,52940,192.168.100.3,80,10,1852,RST,1,1528088550,734,19.987635,2.80E-05,4.80E-05,0.000111,0,0.000111,6,4,1086,766,0.450278,0.250155,0.27255,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500309,0.487296,753,713,1,DoS,HTTP
727,1528088530,e,1,tcp,1,192.168.100.149,52942,192.168.100.3,80,10,1609,RST,1,1528088550,735,19.987391,2.60E-05,4.50E-05,0.000105,0,0.000105,6,4,843,766,0.450284,0.250158,0.27246,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500315,0.487296,753,713,1,DoS,HTTP
728,1528088530,e,1,tcp,1,192.168.100.149,52944,192.168.100.3,80,10,1563,RST,1,1528088550,736,19.987167,6.50E-05,0.000113,0.000261,0,0.000261,6,4,797,766,0.450289,0.250161,0.272466,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500321,0.487296,753,713,1,DoS,HTTP
729,1528088530,e,1,tcp,1,192.168.100.149,52946,192.168.100.3,80,10,1580,RST,1,1528088550,737,19.986946,0.000675,0.001169,0.002699,0,0.002699,6,4,814,766,0.450294,0.250163,0.27247,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500327,0.487296,753,713,1,DoS,HTTP
730,1528088530,e,1,tcp,1,192.168.100.149,52948,192.168.100.3,80,10,1593,RST,1,1528088550,738,19.984331,6.20E-05,0.000107,0.000247,0,0.000247,6,4,827,766,0.450353,0.250196,0.272535,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500392,0.487296,753,713,1,DoS,HTTP
731,1528088530,e,1,tcp,1,192.168.100.149,52950,192.168.100.3,80,10,1458,RST,1,1528088550,739,19.984119,9.50E-05,0.000165,0.000381,0,0.000381,6,4,692,766,0.450358,0.250199,0.272542,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500397,0.487296,753,713,1,DoS,HTTP
732,1528088530,e,1,tcp,1,192.168.100.149,52952,192.168.100.3,80,10,1603,RST,1,1528088550,740,19.983784,0.000796,0.001378,0.003183,0,0.003183,6,4,837,766,0.450365,0.250203,0.272551,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500406,0.487296,753,713,1,DoS,HTTP
733,1528088530,e,1,tcp,1,192.168.100.149,52954,192.168.100.3,80,10,1568,RST,1,1528088550,741,19.980482,3.10E-05,5.30E-05,0.000123,0,0.000123,6,4,802,766,0.45044,0.250244,0.272633,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500488,0.487296,753,713,1,DoS,HTTP
734,1528088530,e,1,tcp,1,192.168.100.149,52956,192.168.100.3,80,10,1503,RST,1,1528088550,742,19.980276,8.40E-05,0.000145,0.000336,0,0.000336,6,4,737,766,0.450444,0.250247,0.272639,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500494,0.487296,753,713,1,DoS,HTTP
735,1528088530,e,1,tcp,1,192.168.100.149,52958,192.168.100.3,80,10,1627,RST,1,1528088550,743,19.979984,8.60E-05,0.000148,0.000342,0,0.000342,6,4,861,766,0.450451,0.25025,0.272645,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500501,0.487296,753,713,1,DoS,HTTP
736,1528088530,e,1,tcp,1,192.168.100.149,52960,192.168.100.3,80,10,1699,RST,1,1528088550,744,19.979683,9.00E-05,0.000156,0.000361,0,0.000361,6,4,933,766,0.450458,0.250254,0.272654,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500508,0.487296,753,713,1,DoS,HTTP
737,1528088530,e,1,tcp,1,192.168.100.149,52962,192.168.100.3,80,10,1524,RST,1,1528088550,745,19.979382,2.70E-05,4.60E-05,0.000107,0,0.000107,6,4,758,766,0.450464,0.250258,0.272661,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500516,0.487296,753,713,1,DoS,HTTP
738,1528088530,e,1,tcp,1,192.168.100.149,52964,192.168.100.3,80,10,1591,RST,1,1528088550,746,19.979109,5.70E-05,9.80E-05,0.000227,0,0.000227,6,4,825,766,0.450471,0.250261,0.272668,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500523,0.487296,753,713,1,DoS,HTTP
739,1528088530,e,1,tcp,1,192.168.100.149,52966,192.168.100.3,80,10,1465,RST,1,1528088550,747,19.978922,3.20E-05,5.50E-05,0.000127,0,0.000127,6,4,699,766,0.450475,0.250264,0.271786,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500528,0.487296,753,713,1,DoS,HTTP
740,1528088530,e,1,tcp,1,192.168.100.149,52968,192.168.100.3,80,10,1502,RST,1,1528088550,748,19.978701,2.40E-05,4.10E-05,9.50E-05,0,9.50E-05,6,4,736,766,0.45048,0.250267,0.272581,115040,122753,713,753,952,952,0.50655,0.523758,76,71,0.500533,0.487296,753,713,1,DoS,HTTP
